"","prey_density","consumed"
"1",0.1,0.0167595837410001
"2",0.14949494949495,0.0405989026799915
"3",0.198989898989899,0.0113075494046133
"4",0.248484848484849,0.157906472237793
"5",0.297979797979798,0.121647906567685
"6",0.347474747474747,0.0919276229569805
"7",0.396969696969697,0.184871630321056
"8",0.446464646464647,0.224023563093661
"9",0.495959595959596,0.241090113232318
"10",0.545454545454546,0.220538440904191
"11",0.594949494949495,0.333093649282982
"12",0.644444444444444,0.296866832005268
"13",0.693939393939394,0.264410187873779
"14",0.743434343434343,0.201159579084577
"15",0.792929292929293,0.383009013759848
"16",0.842424242424243,0.337959686643195
"17",0.891919191919192,0.35154802113001
"18",0.941414141414141,0.410534301775134
"19",0.990909090909091,0.414340912298733
"20",1.04040404040404,0.411973820745223
"21",1.08989898989899,0.436387189077332
"22",1.13939393939394,0.436954582883646
"23",1.18888888888889,0.408315145768726
"24",1.23838383838384,0.311259192692163
"25",1.28787878787879,0.447321816379408
"26",1.33737373737374,0.418647674144705
"27",1.38686868686869,0.418357318314378
"28",1.43636363636364,0.356915755828027
"29",1.48585858585859,0.410504337884815
"30",1.53535353535354,0.458954034515237
"31",1.58484848484849,0.509353276609144
"32",1.63434343434343,0.439386638008119
"33",1.68383838383838,0.466784862589207
"34",1.73333333333333,0.447376325866993
"35",1.78282828282828,0.383688114715787
"36",1.83232323232323,0.43409223113279
"37",1.88181818181818,0.437270009627116
"38",1.93131313131313,0.456016804243172
"39",1.98080808080808,0.51584945952676
"40",2.03030303030303,0.500751532682564
"41",2.07979797979798,0.455999942629686
"42",2.12929292929293,0.453089246041783
"43",2.17878787878788,0.502042675522023
"44",2.22828282828283,0.49637817781883
"45",2.27777777777778,0.435377754680014
"46",2.32727272727273,0.435637373934097
"47",2.37676767676768,0.490369403180308
"48",2.42626262626263,0.511631722613038
"49",2.47575757575758,0.468593710025093
"50",2.52525252525253,0.519217701769667
"51",2.57474747474748,0.495968075035223
"52",2.62424242424242,0.446314595764498
"53",2.67373737373737,0.494780910658476
"54",2.72323232323232,0.42202460291026
"55",2.77272727272727,0.550873302368472
"56",2.82222222222222,0.578935491235695
"57",2.87171717171717,0.462214116955414
"58",2.92121212121212,0.428996587670582
"59",2.97070707070707,0.510287818924193
"60",3.02020202020202,0.475619825596523
"61",3.06969696969697,0.602998036666752
"62",3.11919191919192,0.48147516817578
"63",3.16868686868687,0.518421022900577
"64",3.21818181818182,0.485809253199413
"65",3.26767676767677,0.447700022355751
"66",3.31717171717172,0.494738438989636
"67",3.36666666666667,0.395467714684388
"68",3.41616161616162,0.559392896439612
"69",3.46565656565657,0.494160949626058
"70",3.51515151515152,0.595496492773481
"71",3.56464646464647,0.510994327352781
"72",3.61414141414141,0.452060551292704
"73",3.66363636363636,0.518420009123143
"74",3.71313131313131,0.441492096439527
"75",3.76262626262626,0.425816692052003
"76",3.81212121212121,0.503360746134782
"77",3.86161616161616,0.466903156107199
"78",3.91111111111111,0.489392097381588
"79",3.96060606060606,0.493313231176294
"80",4.01010101010101,0.460370169652729
"81",4.05959595959596,0.461653983995481
"82",4.10909090909091,0.48356125509624
"83",4.15858585858586,0.549449248997115
"84",4.20808080808081,0.414583585379886
"85",4.25757575757576,0.520668918449607
"86",4.30707070707071,0.507821794278572
"87",4.35656565656566,0.544525225027069
"88",4.40606060606061,0.476350576439024
"89",4.45555555555556,0.51024411026236
"90",4.5050505050505,0.505275625254028
"91",4.55454545454545,0.46496656637918
"92",4.6040404040404,0.552652441356913
"93",4.65353535353535,0.550440488511382
"94",4.7030303030303,0.527587381736774
"95",4.75252525252525,0.572069949092605
"96",4.8020202020202,0.520799601033121
"97",4.85151515151515,0.429188280318437
"98",4.9010101010101,0.464493011071539
"99",4.95050505050505,0.43205998625175
"100",5,0.469751020809613
