"latitude","longitude","sitenum","year","species","speciestype","chla_mean","sst_mean","upwelling_mean","abund","abund.type"
32.7116661071777,-117.25,48,"2000","Nucella emarginata/ostrina","Whelk",1.1563000023365,16.9539737277561,85.1771087646484,1,"Count"
32.7116661071777,-117.25,48,"2001","Nucella emarginata/ostrina","Whelk",1.39215385455352,17.1233532106554,69.2296676635742,0,"Count"
32.7116661071777,-117.25,48,"2002","Nucella emarginata/ostrina","Whelk",1.46554546193643,16.0318221692686,71.4000549316406,0,"Count"
32.7116661071777,-117.25,48,"2003","Nucella emarginata/ostrina","Whelk",1.18525001903375,15.7135738715147,79.2738800048828,1,"Count"
32.8199996948242,-117.276664733887,47,"2000","Nucella emarginata/ostrina","Whelk",0.942272730849006,17.1513870053175,85.1771087646484,1,"Count"
32.8199996948242,-117.276664733887,47,"2001","Nucella emarginata/ostrina","Whelk",1.25684616428155,17.1512810202206,69.2296676635742,0,"Count"
32.8199996948242,-117.276664733887,47,"2002","Nucella emarginata/ostrina","Whelk",1.276818188754,16.0246115145476,71.4000549316406,0,"Count"
32.8199996948242,-117.276664733887,47,"2003","Nucella emarginata/ostrina","Whelk",1.12100001921256,15.5009366628286,79.2738800048828,1,"Count"
32.8400001525879,-117.279998779297,46,"2000","Nucella emarginata/ostrina","Whelk",0.883428577865873,17.2152516648576,85.1771087646484,0,"Count"
32.8400001525879,-117.279998779297,46,"2001","Nucella emarginata/ostrina","Whelk",1.139250010252,17.1551421483358,69.2296676635742,0,"Count"
32.8400001525879,-117.279998779297,46,"2002","Nucella emarginata/ostrina","Whelk",1.10600001471383,16.1350016820998,71.4000549316406,0,"Count"
32.8400001525879,-117.279998779297,46,"2003","Nucella emarginata/ostrina","Whelk",0.800374999642372,15.4216915130615,79.2738800048828,0,"Count"
33.439998626709,-118.476669311523,45,"2000","Nucella emarginata/ostrina","Whelk",0.607733335097631,16.5513930394099,70.7193202972412,0,"Count"
33.439998626709,-118.476669311523,45,"2001","Nucella emarginata/ostrina","Whelk",0.466800002257029,17.3227996826172,57.3170413970947,0,"Count"
33.439998626709,-118.476669311523,45,"2002","Nucella emarginata/ostrina","Whelk",0.661142860140119,16.4516268069927,57.1656532287598,0,"Count"
33.439998626709,-118.476669311523,45,"2003","Nucella emarginata/ostrina","Whelk",0.591666660375065,16.4397968234438,65.4043922424316,0,"Count"
33.4500007629395,-118.480003356934,44,"2000","Nucella emarginata/ostrina","Whelk",0.607733335097631,16.4886601139122,70.7193202972412,0,"Count"
33.4500007629395,-118.480003356934,44,"2001","Nucella emarginata/ostrina","Whelk",0.466800002257029,17.2271355551642,57.3170413970947,0,"Count"
33.4500007629395,-118.480003356934,44,"2002","Nucella emarginata/ostrina","Whelk",0.661142860140119,16.3877765315853,57.1656532287598,0,"Count"
33.4500007629395,-118.480003356934,44,"2003","Nucella emarginata/ostrina","Whelk",0.591666660375065,16.4515567470241,65.4043922424316,0,"Count"
33.4599990844727,-118.519996643066,43,"2000","Nucella emarginata/ostrina","Whelk",0.558000002916043,16.5149812092857,56.261531829834,0,"Count"
33.4599990844727,-118.519996643066,43,"2001","Nucella emarginata/ostrina","Whelk",0.447384616503349,17.2284172445104,45.4044151306152,0,"Count"
33.4599990844727,-118.519996643066,43,"2002","Nucella emarginata/ostrina","Whelk",0.619066667556763,16.3438144977276,42.9312515258789,0,"Count"
33.4599990844727,-118.519996643066,43,"2003","Nucella emarginata/ostrina","Whelk",0.566611107852724,16.4734869564281,51.5349044799805,0,"Count"
33.7000007629395,-118.286666870117,42,"2000","Nucella emarginata/ostrina","Whelk",1.40357143538339,16.2309802488847,56.261531829834,1,"Count"
33.7000007629395,-118.286666870117,42,"2001","Nucella emarginata/ostrina","Whelk",1.17292306973384,17.0846311024257,45.4044151306152,2,"Count"
33.7000007629395,-118.286666870117,42,"2002","Nucella emarginata/ostrina","Whelk",1.38599999134357,16.2354458545117,42.9312515258789,0,"Count"
33.7000007629395,-118.286666870117,42,"2003","Nucella emarginata/ostrina","Whelk",1.47592305678588,16.2720063462549,51.5349044799805,0,"Count"
33.7099990844727,-118.309997558594,41,"2000","Nucella emarginata/ostrina","Whelk",1.40357143538339,16.0993441009521,56.261531829834,1,"Count"
33.7099990844727,-118.309997558594,41,"2001","Nucella emarginata/ostrina","Whelk",1.17292306973384,16.9912916300248,45.4044151306152,1,"Count"
33.7099990844727,-118.309997558594,41,"2002","Nucella emarginata/ostrina","Whelk",1.38599999134357,16.1831500588394,42.9312515258789,0,"Count"
33.7099990844727,-118.309997558594,41,"2003","Nucella emarginata/ostrina","Whelk",1.47592305678588,16.1141546939282,51.5349044799805,1,"Count"
33.7599983215332,-118.419998168945,40,"2000","Nucella emarginata/ostrina","Whelk",1.39450001219908,16.0508834948907,56.261531829834,24,"Count"
33.7599983215332,-118.419998168945,40,"2001","Nucella emarginata/ostrina","Whelk",1.06416666507721,16.8371222813924,45.4044151306152,15,"Count"
33.7599983215332,-118.419998168945,40,"2002","Nucella emarginata/ostrina","Whelk",1.33177777131399,16.1759218952873,42.9312515258789,6,"Count"
33.7599983215332,-118.419998168945,40,"2003","Nucella emarginata/ostrina","Whelk",1.46576921297954,15.9274794197083,51.5349044799805,4,"Count"
34.0366655985514,-119.663335164388,38,"2000","Nucella emarginata/ostrina","Whelk",1.10178571513721,14.740646080232,104.393695831299,11,"Count"
34.0366655985514,-119.663335164388,38,"2001","Nucella emarginata/ostrina","Whelk",1.34607692865225,15.5794442909351,77.1861267089844,5,"Count"
34.0366655985514,-119.663335164388,38,"2002","Nucella emarginata/ostrina","Whelk",1.34207692513099,14.7182457767316,82.5877532958984,7,"Count"
34.0366655985514,-119.663335164388,38,"2003","Nucella emarginata/ostrina","Whelk",1.80946153860826,14.7174772103628,96.1778678894043,3,"Count"
34.043332417806,-119.780001322428,39,"2000","Nucella emarginata/ostrina","Whelk",1.15940001010895,14.5454354219034,104.393695831299,12,"Count"
34.043332417806,-119.780001322428,39,"2001","Nucella emarginata/ostrina","Whelk",1.55093750357628,15.3476856204047,77.1861267089844,12,"Count"
34.043332417806,-119.780001322428,39,"2002","Nucella emarginata/ostrina","Whelk",1.72452942062827,14.6062450726827,82.5877532958984,4,"Count"
34.043332417806,-119.780001322428,39,"2003","Nucella emarginata/ostrina","Whelk",1.70340000788371,14.5659726837934,96.1778678894043,12,"Count"
34.060001373291,-119.850001017253,37,"2000","Nucella emarginata/ostrina","Whelk",1.28046666781108,14.4161679585775,104.393695831299,16,"Count"
34.060001373291,-119.850001017253,37,"2001","Nucella emarginata/ostrina","Whelk",1.8489444454511,15.1409173456828,77.1861267089844,18,"Count"
34.060001373291,-119.850001017253,37,"2002","Nucella emarginata/ostrina","Whelk",2.19005884142483,14.6125538565896,82.5877532958984,17,"Count"
34.060001373291,-119.850001017253,37,"2003","Nucella emarginata/ostrina","Whelk",2.02659999926885,14.4664254039526,96.1778678894043,9,"Count"
34.4540008544922,-120.055999755859,36,"2000","Nucella emarginata/ostrina","Whelk",1.67028571878161,14.4227629870903,104.393695831299,5,"Count"
34.4540008544922,-120.055999755859,36,"2001","Nucella emarginata/ostrina","Whelk",2.3885714326586,15.2132881519406,77.1861267089844,5,"Count"
34.4540008544922,-120.055999755859,36,"2002","Nucella emarginata/ostrina","Whelk",2.42990907755765,14.8878357410431,82.5877532958984,8,"Count"
34.4540008544922,-120.055999755859,36,"2003","Nucella emarginata/ostrina","Whelk",2.09110000133514,14.3973648120195,96.1778678894043,3,"Count"
34.4599990844727,-120.269996643066,34,"2000","Nucella emarginata/ostrina","Whelk",1.89581820097837,14.2815565676303,104.393695831299,8,"Count"
34.4599990844727,-120.268179460005,35,"2000","Nucella emarginata/ostrina","Whelk",1.89581820097837,14.2815565676303,104.393695831299,10,"Count"
34.4599990844727,-120.269996643066,34,"2001","Nucella emarginata/ostrina","Whelk",2.54227273030715,15.0407948107333,77.1861267089844,3,"Count"
