"species","corr","dist"
"Mussels",0.918974668147372,0
"Mussels",0.929433784211766,0.816326530612245
"Mussels",0.762486422892082,1.63265306122449
"Mussels",0.945654098549612,2.44897959183673
"Mussels",0.763850887722422,3.26530612244898
"Mussels",0.59795649854376,4.08163265306122
"Mussels",0.681839243928429,4.89795918367347
"Mussels",0.663698829541511,5.71428571428571
"Mussels",0.607603293305587,6.53061224489796
"Mussels",0.48276825245301,7.3469387755102
"Mussels",0.630645453888134,8.16326530612245
"Mussels",0.487264589748056,8.9795918367347
"Mussels",0.357413877657374,9.79591836734694
"Mussels",0.171578715021759,10.6122448979592
"Mussels",0.48112904262749,11.4285714285714
"Mussels",0.341643541767452,12.2448979591837
"Mussels",0.323782518535128,13.0612244897959
"Mussels",0.400675243514541,13.8775510204082
"Mussels",0.370801837825843,14.6938775510204
"Mussels",0.331838535594791,15.5102040816327
"Mussels",0.349387191301181,16.3265306122449
"Mussels",0.32191676022787,17.1428571428571
"Mussels",0.238454008276325,17.9591836734694
"Mussels",0.0203527080239672,18.7755102040816
"Mussels",0.270478732910892,19.5918367346939
"Mussels",0.192937522743259,20.4081632653061
"Mussels",0.173804728389774,21.2244897959184
"Mussels",0.0338614508960188,22.0408163265306
"Mussels",0.125336296784548,22.8571428571429
"Mussels",0.207770364328646,23.6734693877551
"Mussels",0.295231521883062,24.4897959183673
"Mussels",0.142990514432862,25.3061224489796
"Mussels",0.186419896609087,26.1224489795918
"Mussels",0.137095958657439,26.9387755102041
"Mussels",0,27.7551020408163
"Mussels",0.0918099502324932,28.5714285714286
"Mussels",0.0898285055900086,29.3877551020408
"Mussels",0.119591882756194,30.2040816326531
"Mussels",0.232084209515895,31.0204081632653
"Mussels",0.195227478627166,31.8367346938776
"Mussels",0.0995344091367764,32.6530612244898
"Mussels",0.0879566089758577,33.469387755102
"Mussels",0.180506303567395,34.2857142857143
"Mussels",0.164188101372502,35.1020408163265
"Mussels",0.0375373972895619,35.9183673469388
"Mussels",0.0337199453334968,36.734693877551
"Mussels",0.139136502072244,37.5510204081633
"Mussels",0.177880850991642,38.3673469387755
"Mussels",0.0882715913505359,39.1836734693878
"Mussels",0.186214896866888,40
"Barnacles",1.02030475005133,0
"Barnacles",0.472933556308611,0.816326530612245
"Barnacles",0.370934491084851,1.63265306122449
"Barnacles",0.136663201303039,2.44897959183673
"Barnacles",0.354344727331868,3.26530612244898
"Barnacles",0.392038059184245,4.08163265306122
"Barnacles",0.149741450925608,4.89795918367347
"Barnacles",0.0787195039877253,5.71428571428571
"Barnacles",0.238632615042303,6.53061224489796
"Barnacles",0.167504351621583,7.3469387755102
"Barnacles",0.420883882456206,8.16326530612245
"Barnacles",0.176670925138837,8.9795918367347
"Barnacles",0.249512640975724,9.79591836734694
"Barnacles",0.183314068113539,10.6122448979592
"Barnacles",0.106175545238564,11.4285714285714
"Barnacles",0.199377239640976,12.2448979591837
"Barnacles",0,13.0612244897959
"Barnacles",0.327050400046802,13.8775510204082
"Barnacles",0.195819828204464,14.6938775510204
"Barnacles",0.397755475975248,15.5102040816327
"Barnacles",0.2280451798529,16.3265306122449
"Barnacles",0.10949954763301,17.1428571428571
"Barnacles",0.24156681005511,17.9591836734694
"Barnacles",0.0870844044605462,18.7755102040816
"Barnacles",0.0551308244707838,19.5918367346939
"Barnacles",0.209638786662693,20.4081632653061
"Barnacles",0.136164975177415,21.2244897959184
"Barnacles",0.180604697392022,22.0408163265306
"Barnacles",0.187928294524495,22.8571428571429
"Barnacles",0.121542067437683,23.6734693877551
"Barnacles",0.123627288751283,24.4897959183673
"Barnacles",0.166976300510424,25.3061224489796
"Barnacles",0.298302861675564,26.1224489795918
"Barnacles",0.0281374819732495,26.9387755102041
"Barnacles",0.239888780778176,27.7551020408163
"Barnacles",0.213789199136291,28.5714285714286
"Barnacles",0.286804145742401,29.3877551020408
"Barnacles",0.150075769651258,30.2040816326531
"Barnacles",0.217496043006283,31.0204081632653
"Barnacles",0.207204041091862,31.8367346938776
"Barnacles",0.126242158915467,32.6530612244898
"Barnacles",0.301280942612947,33.469387755102
"Barnacles",0.296534423584123,34.2857142857143
"Barnacles",0.250515526966127,35.1020408163265
"Barnacles",0.339177507468712,35.9183673469388
"Barnacles",0.236342804571158,36.734693877551
"Barnacles",0.0528349411688235,37.5510204081633
"Barnacles",0.123167620590939,38.3673469387755
"Barnacles",0.0580329005247915,39.1836734693878
"Barnacles",0.133154098370696,40
