"wbd_incidence","microbe_abund1","microbe_abund2","microbe_abund3","microbe_abund4","microbe_abund5","microbe_abund6","microbe_abund7","microbe_abund8","microbe_abund9","microbe_abund10","microbe_abund11","microbe_abund12","microbe_abund13","microbe_abund14","microbe_abund15","microbe_abund16","microbe_abund17","microbe_abund18","microbe_abund19","microbe_abund20","microbe_abund21","microbe_abund22","microbe_abund23","microbe_abund24","microbe_abund25","microbe_abund26","microbe_abund27","microbe_abund28","microbe_abund29","microbe_abund30"
56.2235854786448,7.68970381468534,81.2305092345923,42.3558418406174,33.1878998668968,71.991674535129,33.3605515072122,18.9779917709529,73.2079807476678,46.9250942347571,91.3784642005339,35.0625570164993,8.53110058233142,6.44575387705117,71.5833283727989,79.6836083987728,99.5965478708968,36.6563616320491,3.07565710972995,38.6099633062258,25.5982248578221,47.255811537616,17.6350713707507,55.9990270094932,7.11540239863098,31.9044238014447,80.4390771314502,37.0357065927237,32.1492120390758,40.2197062736377,24.1579222260043
35.4588792194358,52.804887923412,78.2182115828618,53.0824364162982,79.4833090818128,19.8851363314665,57.8284267568961,0.183685822412372,20.0318376525007,17.1800082316622,19.9442182900384,39.3949056975543,93.2571928249672,75.4705621628091,16.3085478357971,83.1671715015545,37.9276725230739,94.2505322396755,86.2034041201696,42.6098100841045,63.4875798830763,83.5517949890345,81.3435208518058,34.1295326044204,70.2778743347153,80.1147722905608,75.8696807082742,78.1017540255561,15.4831611318514,84.9552103783935,64.4107228610665
30.7322816821524,96.2333308532834,26.7878128914163,94.2704762332141,72.1104005859887,54.8096729646359,43.2773130247369,87.7578062238172,55.1898895191648,36.918946239166,36.9083623867482,95.0951009057462,83.8384066708386,62.0410033036023,47.6188018452376,11.3507706439123,56.1988092726097,12.3723565135151,68.5107505181804,1.17597347125411,48.5672106966376,12.1471496298909,6.84466371312737,32.1353988089184,69.882453721948,72.6080849424296,95.7249888917431,1.1149508645758,13.2228172151372,75.6644907407463,28.0750213656574
77.5585744426838,70.8740051137283,76.2151529546827,71.222455939278,20.4154451312501,33.7794440420072,5.15953230205923,13.4111337829381,32.7869893585653,72.5405272562057,67.1408327762038,10.6648319633678,87.9433296155185,16.9576766667888,69.0256722969934,96.3312016334385,73.2718017650768,7.00326792430133,94.2074909573421,91.9331770390272,93.8176916679367,67.5808124942705,40.044974675402,77.94594452147,46.396238100715,19.4488603981067,99.3913878686726,94.0308712190017,22.1305927727371,53.2601219369099,95.7636520732194
72.7944671419276,55.3475703578442,98.6311589134857,72.4490575492382,52.6022699420878,32.3049951529554,72.9803287889808,2.27412241511047,31.3711858419595,48.6149104312062,76.8144550733268,93.4760116506368,93.5712467646226,6.22140523046255,46.0895179538056,14.7322899661958,87.0805552927777,96.4317037956789,67.5853760447353,7.94396931305528,85.7501537073404,49.6685219928622,14.1144325723872,70.4899969141127,43.6931110452861,55.7744265988546,60.6440994655713,99.3749226210639,22.6380796171725,87.4149660812691,15.8395956736058
20.5757609403851,24.2956608999521,29.3605549028143,47.012861771509,34.3440646132619,81.2210795717845,54.8170414287597,93.9136706059799,80.4481691341977,6.38024667277932,52.2248276043683,34.6162099856883,7.24606334697455,10.9029268613085,95.514673832804,14.3626942764968,57.2170259663835,44.2510108230636,84.3120148405433,50.7374254753813,37.0883537689224,90.223774779588,19.3309862399474,21.3966415449794,56.2176787760109,35.9158391968474,2.93771654833108,35.74057451915,13.141653384082,46.7115115607157,41.8338991701603
54.7053724411214,77.8042529011145,39.9351106956601,12.0282255811617,30.6520449998388,71.110226729802,75.1221985556185,29.2948722839355,70.7422839994875,78.4546229988337,82.8075018012896,53.306060587056,37.8759440500289,38.1716351723298,71.2540122447535,92.5229935208336,1.10360709950328,37.0272380299866,36.1894184956327,82.0171616971493,31.4201829954982,55.1263966830447,84.1351716779172,54.009361071404,92.8483226336539,29.5489251111143,33.6445357883349,74.7635063482448,98.1563460314646,0.812845537438989,25.2009797375649
36.0093341159555,65.1940943440422,81.2131523853168,78.3097670879215,79.5461992761917,19.5391211754019,5.07711647078395,16.4326574420556,20.2295597088606,41.8321635806933,52.709619468078,53.8794299354777,53.7864922778681,16.9310914585367,39.7147933254018,50.7035602582619,90.6315261265263,17.0243580127135,39.2365885199979,59.83954181429,82.8534359810874,12.856467650272,71.9913988374174,34.9477863385653,23.0466414242983,78.8632187974654,27.7658086735755,79.2909023817629,32.7013726811856,72.776700463146,9.43902677390724
32.165531171434,83.0245703924447,7.71516691893339,43.8157397089526,73.1408952666094,55.1323272516567,71.4966212399304,39.9102555820718,55.8355552977248,98.1018084799871,50.1754825003445,71.4717949740589,10.5050138663501,29.8652542056516,11.7720612091944,15.485101705417,77.0653631538153,5.41904293932021,56.7687397589907,42.4153526080772,45.1841513160616,44.2009785678238,26.7212083097547,32.018170824949,22.1813754411414,71.2805691048021,11.7197550134733,70.5859006382525,50.6939497077838,71.6589478775859,82.7717769658193
80.3492385112287,64.8550947429612,36.3696809858084,43.1455979822204,21.597293819427,34.8332917174601,29.7694456763566,45.9575412096456,35.2380896107486,28.2883955864236,41.9973319862038,40.5790500110015,80.1687705563381,19.2209535045549,24.011627305299,34.8302052123472,38.2504623383284,65.7828069292009,9.51521336100996,55.9310270706192,31.5878412220627,19.2297696368769,49.5001644827425,79.3390114288725,42.0215893303975,20.1826629083222,4.32182590011507,47.5825038738549,68.144251476042,18.7426371034235,52.5305503746495
72.5898289183213,47.9835794307292,44.2592467181385,2.74978789966553,54.3563308130367,33.2397819596921,28.347720974125,43.4030848555267,32.4273768847449,84.7882149508223,36.2298283260316,15.2788141276687,73.9641745807603,25.7170021301135,86.3630566513166,65.9821025794372,9.40458888653666,57.8161916695535,19.3784071598202,78.9094472071156,9.78085375390947,43.4900622116402,8.31138978246599,71.8114556890219,33.3520805696025,54.8948448760245,37.0309785706922,49.4654526002705,9.91691031958908,64.6067276829854,66.7747627478093
21.3975487657284,49.5064105605707,15.6714132521302,14.6561842877418,34.5778835885612,79.5234840654343,82.9877127427608,51.7009826377034,79.9830185534948,8.22392308618873,12.3428910272196,34.0232761343941,5.2149013383314,18.1231822818518,43.5976401669905,31.1772374436259,4.96535839047283,98.7101763952523,58.8066393043846,16.7715257965028,6.49005365557969,22.5133402971551,35.3884240612388,20.5379656210977,86.4807550329715,34.9111828045227,33.687830879353,30.8052448788658,11.8902558228001,54.1979279834777,40.8277759794146
54.795548078938,37.9872591467574,58.2205270184204,42.2595157986507,32.2306577809275,72.1238385285865,8.63953751977533,84.6245752647519,72.5781915040144,88.6458750581369,29.8161529470235,62.665484752506,48.2169573195279,47.7313709678128,49.7868051985279,35.1573409279808,82.1162318112329,60.3792401496321,75.1504168147221,97.0451730070636,68.9457366475835,96.1096282117069,96.9208805356175,56.4657195184321,17.7194535732269,31.1918827847739,17.3652553465217,69.5012246258557,5.04396595060825,33.5320759797469,84.2589903390035
33.0948790225699,45.0485437177122,97.0162178855389,76.7137174261734,80.4372742451126,20.3928152651216,4.26571189891547,5.51642864011228,19.1937059105087,47.1930730855092,27.6676489738747,5.73726783040911,92.051784065552,77.0737042883411,69.1927672130987,14.7845706902444,82.9324304359034,6.49499187711626,86.7238787235692,47.3503098357469,66.8050603941083,44.8427465045825,62.4714189674705,33.0857351460918,49.331872863695,78.7103686142009,62.177327950485,82.2793305618688,92.9253919748589,63.7908723205328,73.7305467948318
31.9654219368445,81.4251750474796,98.949983343482,0.47664453741163,70.5532352074286,53.8316017645994,34.8740808898583,55.4177061188966,54.2219873168488,10.9100963454694,77.0225355634466,85.1667639799416,4.15284289047122,2.77871224097908,76.0313281789422,65.8877609064803,65.4732875758782,16.210908186622,37.1795737184584,92.9743205895647,90.454664779827,77.714498527348,66.4618249749765,31.7812796792064,42.9713366786018,70.657532901128,39.7843627491966,43.4717640746385,67.3712232848629,82.9201063839719,34.8224401008338
79.7033598693706,92.8777225781232,17.6452036481351,60.3595691500232,19.4698135853428,34.9571615661745,54.2336010141298,68.8275237567723,34.9785180690854,33.3277984522283,77.818130212836,21.2645345833153,29.3991799000651,52.7310776989907,15.5401222640648,18.5069964500144,13.2827813038602,47.5397920468822,79.8814549576491,90.0939270388335,30.1693270448595,15.8219774486497,31.2489656498656,80.0157149004406,56.4263842999935,21.686230005731,95.5675768665969,51.4732652809471,9.48578554671258,70.8975198445842,94.8938177432865
71.5219200801456,14.7481045220047,54.2130424408242,90.557726053521,55.1217376848742,29.5989293787443,60.9460863517597,65.8057553693652,30.7941973451625,83.7416569236666,14.3787280656397,53.9462027838454,50.0850487267599,88.0319068906829,84.9457093048841,95.4378136899322,34.180990117602,0.193283474072814,5.83143925759941,75.0882187858224,93.2808704674244,86.6808582562953,40.5689612729475,72.4758815183995,65.6162315513939,54.7324814592065,65.3349443105981,66.3010967662558,49.2596120806411,34.8550350870937,64.6679189987481
19.1590481612862,74.9821664998308,38.4303892031312,70.6661531934515,36.0561616755911,80.8165435657643,27.1372098475695,66.3342725252733,79.9934232616022,27.6849841699004,51.5526150586084,13.6487586190924,60.9748935094103,37.3063371982425,94.6817819029093,89.7848492022604,73.1371578993276,44.1459143068641,62.3435709392652,67.6568772410974,20.1983017381281,20.6145605770871,99.6077371528372,20.5923287455466,97.855406277813,35.820987026888,32.8743716701865,14.3166586523876,46.1551840649918,12.8327874932438,3.527776687406
54.2463629566775,97.5657349685207,67.6164050819352,26.25371592585,31.0599062929958,71.5650539183312,20.5230931984261,47.2234202548862,71.3311660321394,58.7035141419619,59.724048548378,32.4865140486509,26.4249049592763,4.7959131654352,58.8419190375134,94.3697054404765,90.7291416078806,26.0929737240076,35.6641406659037,64.8013445781544,79.2378755984828,17.7949683042243,85.5082356370986,55.0798100172915,23.2161148451269,31.341231459207,19.7146713500842,34.4487393740565,37.5216530868784,38.807848887518,59.6448455704376
35.4867980931968,97.4792463472113,26.929377974011,85.1076219463721,80.9066173982043,22.381704699412,38.163214828819,96.9528166111559,22.4547584356811,83.6732269730419,50.5843024002388,62.1076293755323,42.3098609549925,13.8628246728331,50.2250815276057,72.369075124152,69.6196999400854,93.8413745490834,58.7927932385355,7.32468697242439,22.4630508804694,16.489114635624,95.3548396006227,36.2769791253348,24.0811596158892,82.2609157738094,11.5342324832454,40.5763582326472,99.1099219536409,92.817754833959,41.5318001527339
